"gene.id","ENSEMBL","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000002586","ENSG00000002586","4267","CD99",-0.498890729704769,6.55939602667651,-1.63112415281545,0.128346674330495,0.999935043429934,-5.37638008055502
"ENSG00000005882","ENSG00000005844","3683","ITGAL",0.088992485837816,3.34498737908515,0.226699158276501,0.824404991689484,0.999935043429934,-6.19654446161912
"ENSG00000007923","ENSG00000007908","6401","SELE",-0.0455178544627367,5.520526063666,-0.330965489660296,0.746275764971354,0.999935043429934,-6.57262463500333
"ENSG00000010626","ENSG00000010610","920","CD4",-0.0465677620834267,1.28968152391999,-0.102461118552572,0.920052573585111,0.999935043429934,-5.74112447750001
"ENSG00000013306","ENSG00000013297","5010","CLDN11",0.0518608747261456,6.2438449788239,0.211161008044423,0.836241511422988,0.999935043429934,-6.62917002867641
"ENSG00000013810","ENSG00000013725","923","CD6",0.138984972331504,5.91185428573513,0.540259195371791,0.598725167027978,0.999935043429934,-6.4847676213403
"ENSG00000021762","ENSG00000021645","9369","NRXN3",-0.045984944813289,0.737910009800196,-0.078404063189168,0.938775657831246,0.999935043429934,-5.452452618079
"ENSG00000038532","ENSG00000038427","1462","VCAN",-0.105280070399042,5.82084176241193,-0.848340581111585,0.412554776818935,0.999935043429934,-6.27891643101237
"ENSG00000039123","ENSG00000039068","999","CDH1",-0.033575670562251,7.05197886171678,-0.169454407054978,0.868211589892647,0.999935043429934,-6.63780520010629
"ENSG00000062194","ENSG00000062038","1001","CDH3",-0.136093085601187,7.52833593549846,-1.01266969726785,0.330846174802244,0.999935043429934,-6.12788057362748
"ENSG00000066455","ENSG00000066405","51208","CLDN18",0.00647898626775765,5.17444063864851,0.0379372276020797,0.970350352629606,0.999935043429934,-6.60070299509994
"ENSG00000067182","ENSG00000067141","4756","NEO1",-0.10579103955289,5.64500432028456,-0.621644732109532,0.545596415535963,0.999935043429934,-6.44769535573436
"ENSG00000078043","ENSG00000077943","8516","ITGA8",0.167228249196778,4.90629313407005,1.13570557260673,0.277859849234567,0.999935043429934,-5.9188578478816
"ENSG00000081307","ENSG00000081237","5788","PTPRC",0.0909877970954075,5.40431352917169,0.484112544691806,0.636864709384776,0.999935043429934,-6.50821306056045
"ENSG00000088876","ENSG00000088827","6614","SIGLEC1",-0.102473651103742,3.74310615727362,-0.654089201062624,0.525170890484643,0.999935043429934,-6.18279566837265
"ENSG00000090432","ENSG00000090339","3383","ICAM1",-0.0620913538566043,4.77221015088288,-0.331711153326839,0.745726306709058,0.999935043429934,-6.5096369477294
