"gene.id","ENSEMBL","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000003402","ENSG00000003402","8837","CFLAR",0.203664565609292,8.18738545713589,1.52270016350313,0.153279176589384,0.999935043429934,-5.52490955942603
"ENSG00000023516","ENSG00000023445","330","BIRC3",-0.206550194438454,7.39317564559172,-1.27847434443855,0.224826449276434,0.999935043429934,-5.83622026832725
"ENSG00000041988","ENSG00000041982","3371","TNC",0.160785317905389,3.00449069649108,0.55944544951256,0.585963913915447,0.999935043429934,-6.03370063546589
"ENSG00000059769","ENSG00000059728","4084","MXD1",-0.164206501673843,2.63969967426849,-0.764979417375318,0.458800571050911,0.999935043429934,-5.90880393093632
"ENSG00000060069","ENSG00000059804","6515","SLC2A3",0.141911029054452,5.20491958418081,0.903640676415084,0.383650902597585,0.999935043429934,-6.19001813463655
"ENSG00000067167","ENSG00000067082","1316","KLF6",-0.313008901228266,8.31850078582458,-1.54119457783345,0.148752224359086,0.999935043429934,-5.49945922169563
"ENSG00000071054","ENSG00000070961","490","ATP2B1",0.00868141331578765,7.711398008016,0.0338684759702949,0.973528870742185,0.999935043429934,-6.65218667752246
"ENSG00000073849","ENSG00000073756","5743","PTGS2",0.0383821164274881,9.06271197585148,0.218380124290075,0.830736802343031,0.999935043429934,-6.62270382500417
"ENSG00000075539","ENSG00000075426","2355","FOSL2",-0.11933785221369,8.11268110561743,-0.489266283476949,0.633315940183374,0.999935043429934,-6.52686151888467
"ENSG00000077232","ENSG00000077150","4791","NFKB2",0.0989197174512652,6.98075425045806,0.845867626053222,0.413880567941322,0.999935043429934,-6.28398685956148
"ENSG00000081059","ENSG00000081041","2920","CXCL2",-0.414651154291614,8.80492206688747,-0.940333389135554,0.365260401596544,0.999935043429934,-6.19612502218317
"ENSG00000087086","ENSG00000087074","23645","PPP1R15A",-0.323560683347944,10.2689297921308,-2.1756640034585,0.0498887835176598,0.966636479316511,-4.5113520997917
"ENSG00000090432","ENSG00000090339","3383","ICAM1",-0.0620913538566043,4.77221015088288,-0.331711153326839,0.745726306709058,0.999935043429934,-6.5096369477294
"ENSG00000099889","ENSG00000099860","4616","GADD45B",1.11022160003249,-0.768722101199017,1.08570416909586,0.298559931002885,0.999935043429934,-4.83307494678034
"ENSG00000100949","ENSG00000100906","4792","NFKBIA",0.00139302028945857,3.69668895153898,0.00570898087606721,0.995537043421741,0.999935043429934,-6.25288269647785
"ENSG00000102882","ENSG00000102804","8848","TSC22D1",0.0240279965965244,4.73841234157314,0.112115370748293,0.912552237870024,0.999935043429934,-6.47136834261288
"ENSG00000104341","ENSG00000104312","8767","RIPK2",0.617576400819566,5.4153027008919,1.91983083250064,0.078521391691188,0.999935043429934,-4.93349620173752
