"gene.id","ENSEMBL","ENTREZID","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000013392","ENSG00000013375","5238","PGM3",0.589585951452183,1.81720685748995,1.88024148929921,0.0841143863090086,0.999935043429934,-4.35414756536576
"ENSG00000033867","ENSG00000033800","8554","PIAS1",-0.316591415541654,5.94037393616381,-1.8536601912015,0.0880707897918468,0.999935043429934,-5.04787453655083
"ENSG00000052802","ENSG00000052749","23223","RRP12",0.306752844295105,7.46820970442363,0.821456656888852,0.427119694780687,0.999935043429934,-6.30227820093116
"ENSG00000065183","ENSG00000065135","2773","GNAI3",-0.114294042104583,7.23317583531481,-0.513139754771166,0.617001902031297,0.999935043429934,-6.51275842997549
"ENSG00000067113","ENSG00000067064","3422","IDI1",-0.1288733971501,3.67613833537802,-0.584172764633224,0.56972947682628,0.999935043429934,-6.20616042669703
"ENSG00000067177","ENSG00000067113","8611","PLPP1",0.606897441742784,0.0317717225890096,0.811788813284966,0.432439095574585,0.999935043429934,-5.16081881792902
"ENSG00000070814","ENSG00000070778","11099","PTPN21",-0.0778032582575184,7.01219873645992,-0.403459688172856,0.693579294322396,0.999935043429934,-6.56731097148379
"ENSG00000072134","ENSG00000072110","87","ACTN1",0.480810948281384,1.90754568050611,1.42660931073586,0.178735034232974,0.999935043429934,-5.12436065681986
"ENSG00000074755","ENSG00000074695","3998","LMAN1",-0.0260495714046735,7.12233783041888,-0.232943740323726,0.819660514405607,0.999935043429934,-6.62576876479476
"ENSG00000076641","ENSG00000076554","7163","TPD52",-0.0646149466288999,7.78372398110425,-0.337122760038379,0.741743031482478,0.999935043429934,-6.59154945980267
"ENSG00000079277","ENSG00000079246","7520","XRCC5",-0.165666314314323,4.03775107990858,-0.969879336944437,0.35090911871148,0.999935043429934,-5.89222354983059
"ENSG00000081665","ENSG00000081377","8555","CDC14B",-0.0291979844304473,5.72384607581026,-0.164807809880609,0.871789644198065,0.999935043429934,-6.63304225085803
"ENSG00000087087","ENSG00000087076","51171","HSD17B14",-0.0303998762690754,7.15474167714263,-0.21608365452467,0.832486903277528,0.999935043429934,-6.62807621149502
"ENSG00000096092","ENSG00000096060","2289","FKBP5",0.194953982719449,1.81354594052235,0.394729123118225,0.6998444704678,0.999935043429934,-5.59535896864633
"ENSG00000101654","ENSG00000101558","9218","VAPA",-0.0589344334372944,6.84504839459241,-0.475874263935612,0.642556952276252,0.999935043429934,-6.53590551277906
"ENSG00000101745","ENSG00000101608","10627","MYL12A",-0.168634739922251,8.23406081293279,-0.805111375181936,0.436138256065453,0.999935043429934,-6.31710315758369
"ENSG00000102226","ENSG00000102172","6611","SMS",-0.304790685196704,5.79773024771669,-1.37843305684613,0.192778496224337,0.999935043429934,-5.71378332292555
"ENSG00000102882","ENSG00000102804","8848","TSC22D1",0.0240279965965244,4.73841234157314,0.112115370748293,0.912552237870024,0.999935043429934,-6.47136834261288
"ENSG00000103351","ENSG00000103275","7329","UBE2I",0.332821973235098,4.01133636734089,0.494677473570354,0.629600100217402,0.999935043429934,-6.20797258466663
"ENSG00000104497","ENSG00000104419","10397","NDRG1",-0.154062754436932,4.06357417082579,-0.69611121515935,0.499383230689347,0.999935043429934,-6.23725480967054
"ENSG00000104738","ENSG00000104687","2936","GSR",0.0604385965453573,5.08645073664952,0.148176042497597,0.884620409777727,0.999935043429934,-6.398362532803
"ENSG00000108306","ENSG00000108175","57178","ZMIZ1",0.137632211396187,4.37511034271076,0.396621757076448,0.69848431398342,0.999935043429934,-6.36312195996621
"ENSG00000109606","ENSG00000109452","8821","INPP4B",-0.0124582678431823,8.28331260682025,-0.0648605489852158,0.949333843451812,0.999935043429934,-6.65076044389643
"ENSG00000111911","ENSG00000111837","4117","MAK",-0.00834034335447374,4.86589632842592,-0.0498276455132435,0.961064780811292,0.999935043429934,-6.58205052400036
